CAMIS,DBA,BORO,BUILDING,STREET,CITY,STATE,ZIPCODE,PHONE,CUISINECODE,FULL_ADDR
41282946,ILILI RESTAURANT,1,236,5 AVENUE,NEW YORK,NY,10001,2126832929,54,"236 5 AVENUE, NEW YORK, NY 10001"
41283023,PIERRE LOTI CAFE WINE BAR,1,53,IRVING PLACE,NEW YORK,NY,10003,2127775684,80,"53 IRVING PLACE, NEW YORK, NY 10003"
41283105,SUBWAY,1,1523,YORK AVENUE,NEW YORK,NY,10028,2126495128,69,"1523 YORK AVENUE, NEW YORK, NY 10028"
41283156,BUCEO 95,1,201,WEST 95 STREET,NEW YORK,NY,10025,2126627010,77,"201 WEST 95 STREET, NEW YORK, NY 10025"
41283556,SOTTO CINQUE,1,322,EAST 86 STREET,NEW YORK,NY,10028,2124725563,48,"322 EAST 86 STREET, NEW YORK, NY 10028"
41283714,CPS EVENTS AT THE PLAZA,1,768,5 AVENUE,NEW YORK,NY,10019,2125490520,03,"768 5 AVENUE, NEW YORK, NY 10019"
41283743,LOW COUNTRY,1,142,WEST 10 STREET,NEW YORK,NY,10014,2122552330,03,"142 WEST 10 STREET, NEW YORK, NY 10014"
41283831,SING SING KARAOKE,1,9,ST MARKS PLACE,NEW YORK,NY,10003,2123877800,05,"9 ST MARKS PLACE, NEW YORK, NY 10003"
41283835,GOTTINO,1,52,GREENWICH AVENUE,NEW YORK,NY,10011,2126332590,48,"52 GREENWICH AVENUE, NEW YORK, NY 10011"
41284205,NINTH STREET ESPRESSO,1,75,9 AVENUE,NEW YORK,NY,10011,2122282930,14,"75 9 AVENUE, NEW YORK, NY 10011"
41284208,ATACPAN CORP,1,1850,3 AVENUE,NEW YORK,NY,10029,2129875414,62,"1850 3 AVENUE, NEW YORK, NY 10029"
41284620,HONG KONG STATION,1,45,DIVISION STREET,NEW YORK,NY,10002,2129669682,20,"45 DIVISION STREET, NEW YORK, NY 10002"
41284638,MCDONALD'S,1,145,EAST 125 STREET,NEW YORK,NY,10035,6466721381,39,"145 EAST 125 STREET, NEW YORK, NY 10035"
41284685,HALE & HEARTY SOUPS,1,1410,BROADWAY,NEW YORK,NY,10018,2123541199,75,"1410 BROADWAY, NEW YORK, NY 10018"
41285514,GRANDAISY BAKERY,1,176,WEST 72 STREET,NEW YORK,NY,10023,6462741607,08,"176 WEST 72 STREET, NEW YORK, NY 10023"
41285675,THE BOWERY HOTEL BAR,1,335,BOWERY,NEW YORK,NY,10003,2125059100,03,"335 BOWERY, NEW YORK, NY 10003"
41286149,REMEDY DINER,1,245,EAST HOUSTON STREET,NEW YORK,NY,10002,2126775110,03,"245 EAST HOUSTON STREET, NEW YORK, NY 10002"
41286180,HUNTER DELI,1,966,LEXINGTON AVENUE,NEW YORK,NY,10021,2124397758,27,"966 LEXINGTON AVENUE, NEW YORK, NY 10021"
41286452,CAFE KATJA,1,79,ORCHARD STREET,NEW YORK,NY,10002,2122199545,30,"79 ORCHARD STREET, NEW YORK, NY 10002"
41286921,CREDIT SUISSE B-2= CAFE,1,11,MADISON AVENUE,NEW YORK,NY,10010,2123252045,03,"11 MADISON AVENUE, NEW YORK, NY 10010"
41286929,PARK TOWER MANAGEMENT,1,535,MADISON AVENUE,NEW YORK,NY,10022,2123084177,03,"535 MADISON AVENUE, NEW YORK, NY 10022"
41286991,KIRAN INDIAN CUISINE,1,401,WEST 53 STREET,NEW YORK,NY,10019,2127130855,44,"401 WEST 53 STREET, NEW YORK, NY 10019"
41287032,MANHATTAN BRIDGE CLUB,1,250,WEST 57 STREET,NEW YORK,NY,10019,2128450155,03,"250 WEST 57 STREET, NEW YORK, NY 10019"
41287065,L'ARTE DEL GELATO,1,33,BARROW STREET,NEW YORK,NY,10014,2129240803,43,"33 BARROW STREET, NEW YORK, NY 10014"
41287253,NORWOOD,1,241,WEST 14 STREET,NEW YORK,NY,10011,2122559300,03,"241 WEST 14 STREET, NEW YORK, NY 10011"
41287315,MILK & COOKIES BAKERY,1,19,COMMERCE STREET,NEW YORK,NY,10014,2122431638,08,"19 COMMERCE STREET, NEW YORK, NY 10014"
41287317,PINCHE TAQUERIA,1,227,MOTT STREET,NEW YORK,NY,10012,2126250090,55,"227 MOTT STREET, NEW YORK, NY 10012"
41287338,CAFE PANINI MUCHO GUSTO,1,551,HUDSON STREET,NEW YORK,NY,10014,2122292799,14,"551 HUDSON STREET, NEW YORK, NY 10014"
41287433,CIPRIANI CLUB 55,1,55,WALL STREET,NEW YORK,NY,10005,2126994096,03,"55 WALL STREET, NEW YORK, NY 10005"
41287754,MALAYSIA GRILL,1,224,WEST  104 STREET,NEW YORK,NY,10025,2125791333,05,"224 WEST  104 STREET, NEW YORK, NY 10025"
41287862,JOY BURGER BAR,1,1567,LEXINGTON AVENUE,NEW YORK,NY,10029,2122896222,39,"1567 LEXINGTON AVENUE, NEW YORK, NY 10029"
41288162,BASERA INDIAN BISTRO,1,745,9 AVENUE,NEW YORK,NY,10019,2127579787,44,"745 9 AVENUE, NEW YORK, NY 10019"
41288201,2ND AVENUE DELI,1,162,EAST 33 STREET,NEW YORK,NY,10016,2126899000,50,"162 EAST 33 STREET, NEW YORK, NY 10016"
41288280,PAPA JOHN'S,1,432,2 AVENUE,NEW YORK,NY,10010,2124817272,62,"432 2 AVENUE, NEW YORK, NY 10010"
41288311,HI-LIFE RESTAURANT & LOUNGE,1,1503,2 AVENUE,NEW YORK,NY,10075,2126285433,03,"1503 2 AVENUE, NEW YORK, NY 10075"
41288479,STARBUCKS COFFEE,1,4001,BROADWAY,NEW YORK,NY,10032,9175210342,14,"4001 BROADWAY, NEW YORK, NY 10032"
41288500,IL MELOGRANO,1,501,WEST 51 STREET,NEW YORK,NY,10019,2127579290,48,"501 WEST 51 STREET, NEW YORK, NY 10019"
41288670,CREDIT SUISSE,1,11,MADISON AVENUE,NEW YORK,NY,10010,2123254272,03,"11 MADISON AVENUE, NEW YORK, NY 10010"
41288674,CREDIT SUISSE,1,1,MADISON AVENUE,NEW YORK,NY,10010,2125389456,03,"1 MADISON AVENUE, NEW YORK, NY 10010"
41288679,CREDIT SUISSE,1,1,MADISON AVENUE,NEW YORK,NY,10010,2125389442,03,"1 MADISON AVENUE, NEW YORK, NY 10010"
41288739,TERMINAL 5,1,610,WEST 56 STREET,NEW YORK,NY,10019,2125826600,03,"610 WEST 56 STREET, NEW YORK, NY 10019"
41288775,BANTAM,1,17,STANTON STREET,NEW YORK,NY,10002,2126775555,03,"17 STANTON STREET, NEW YORK, NY 10002"
41288910,CHICKEN FESTIVAL,1,1584,1 AVENUE,NEW YORK,NY,10028,2129882844,18,"1584 1 AVENUE, NEW YORK, NY 10028"
41288951,HI THAI,1,123,LUDLOW STREET,NEW YORK,NY,10002,2126777624,82,"123 LUDLOW STREET, NEW YORK, NY 10002"
41288961,TANTO DULCE CAFE,1,3446,BROADWAY,NEW YORK,NY,10031,2123681701,03,"3446 BROADWAY, NEW YORK, NY 10031"
41288962,WEST 190 STREET PIZZA,1,1611,ST NICHOLAS AVENUE,NEW YORK,NY,10040,2129234441,62,"1611 ST NICHOLAS AVENUE, NEW YORK, NY 10040"
41288966,GOOD BURGER,1,870,BROADWAY,NEW YORK,NY,10003,2125299100,39,"870 BROADWAY, NEW YORK, NY 10003"
41289044,Subway,1,7,EAST 14 STREET,NEW YORK,NY,10003,2127418798,70,"7 EAST 14 STREET, NEW YORK, NY 10003"
41289258,PATRON MEXICAN GRILL,1,608,9 AVENUE,NEW YORK,NY,10036,2129579050,55,"608 9 AVENUE, NEW YORK, NY 10036"
41289266,SUBWAY,1,100,MAIDEN LANE,NEW YORK,NY,10038,2122480809,72,"100 MAIDEN LANE, NEW YORK, NY 10038"
41289273,HOT & CRUSTY,1,2393,BROADWAY,NEW YORK,NY,10024,2124960632,07,"2393 BROADWAY, NEW YORK, NY 10024"
41289332,KOSHER LUNCHEONETTE 56,1,56,FULTON STREET,NEW YORK,NY,10038,6462610405,50,"56 FULTON STREET, NEW YORK, NY 10038"
41289647,BAR BOULUD,1,1900,BROADWAY,NEW YORK,NY,10023,2125950303,03,"1900 BROADWAY, NEW YORK, NY 10023"
41289750,NORTH SQUARE,1,103,WAVERLY PLACE,NEW YORK,NY,10011,2122541200,03,"103 WAVERLY PLACE, NEW YORK, NY 10011"
41289775,BLOCKHEADS BURRITOS,1,951,AMSTERDAM AVENUE,NEW YORK,NY,10025,2126628226,81,"951 AMSTERDAM AVENUE, NEW YORK, NY 10025"
41289885,LA PRECIOSA CHINA RESTAURANT,1,163,EAST 116 STREET,NEW YORK,NY,10029,2123693921,20,"163 EAST 116 STREET, NEW YORK, NY 10029"
41289909,CAFE FRIDA AMSTERDAM,1,768,AMSTERDAM AVENUE,NEW YORK,NY,10025,2127492929,53,"768 AMSTERDAM AVENUE, NEW YORK, NY 10025"
41290049,NINE TWO FIVE CAFE BAR KUZ,1,800,2 AVENUE,NEW YORK,NY,10017,2126619125,03,"800 2 AVENUE, NEW YORK, NY 10017"
41290116,PRET A MANGER,1,1200,AVENUE OF THE AMERICAS,NEW YORK,NY,10036,6465370030,69,"1200 AVENUE OF THE AMERICAS, NEW YORK, NY 10036"
41290180,ABRACO,1,86,EAST 7 STREET,NEW YORK,NY,10003,2123889731,14,"86 EAST 7 STREET, NEW YORK, NY 10003"
41290200,TASTY DUMPLING,1,54,MULBERRY STREET,NEW YORK,NY,10013,2123490700,20,"54 MULBERRY STREET, NEW YORK, NY 10013"
41290213,ZUCKER'S BAGELS AND SMOKED FISH,1,146,CHAMBERS STREET,NEW YORK,NY,10007,2126085848,07,"146 CHAMBERS STREET, NEW YORK, NY 10007"
41290313,'SNICE,1,45,8 AVENUE,NEW YORK,NY,10014,2126450310,14,"45 8 AVENUE, NEW YORK, NY 10014"
41290351,SOLDIER MCGEE TAVERN,1,480,AMSTERDAM AVENUE,NEW YORK,NY,10024,2125794299,47,"480 AMSTERDAM AVENUE, NEW YORK, NY 10024"
41290491,NARUTO RAMEN,1,1596,3 AVENUE,NEW YORK,NY,10128,2122897803,49,"1596 3 AVENUE, NEW YORK, NY 10128"
41290548,STARBUCKS COFFEE,1,14,WEST 23 STREET,NEW YORK,NY,10010,2123672050,14,"14 WEST 23 STREET, NEW YORK, NY 10010"
41290556,STARBUCKS COFFEE,1,1185,AVENUE OF THE AMERICAS,NEW YORK,NY,10036,2127307646,14,"1185 AVENUE OF THE AMERICAS, NEW YORK, NY 10036"
41290574,STARBUCKS COFFEE,1,482,WEST BROADWAY,NEW YORK,NY,10012,2122540139,14,"482 WEST BROADWAY, NEW YORK, NY 10012"
41290590,STARBUCKS COFFEE MACY'S 6TH FLOOR,1,151,WEST 34 STREET,NEW YORK,NY,10001,2122683695,14,"151 WEST 34 STREET, NEW YORK, NY 10001"
41290622,STARBUCKS COFFEE,1,151,WEST 34 STREET,NEW YORK,NY,10001,2125647178,14,"151 WEST 34 STREET, NEW YORK, NY 10001"
41291067,PAPA JOHN'S/SUBWAYS,1,594,AMSTERDAM AVENUE,NEW YORK,NY,10024,2127241200,62,"594 AMSTERDAM AVENUE, NEW YORK, NY 10024"
41291292,DUO TIAN BAKERY,1,118,ELDRIDGE STREET,NEW YORK,NY,10002,2129661811,08,"118 ELDRIDGE STREET, NEW YORK, NY 10002"
41291316,DUNHILL CAFE & CATERERS,1,109,WEST 45 STREET,NEW YORK,NY,10036,2129448484,03,"109 WEST 45 STREET, NEW YORK, NY 10036"
41291322,GREEN CAFE,1,145-147,EAST 60 STREET,NEW YORK,NY,10022,2127542525,03,"145-147 EAST 60 STREET, NEW YORK, NY 10022"
41291395,THE ELDRIDGE,1,247,ELDRIDGE STREET,NEW YORK,NY,10002,2125057600,03,"247 ELDRIDGE STREET, NEW YORK, NY 10002"
41291910,FIVE GUYS BURGERS AND FRIES,1,43,WEST 55 STREET,NEW YORK,NY,10019,2124599600,39,"43 WEST 55 STREET, NEW YORK, NY 10019"
41291941,CARNEGIE HALL,1,881,7 AVENUE,NEW YORK,NY,10019,2129039672,03,"881 7 AVENUE, NEW YORK, NY 10019"
41291943,XAI XAI WINE BAR,1,369,WEST 51 STREET,NEW YORK,NY,10019,2125419241,80,"369 WEST 51 STREET, NEW YORK, NY 10019"
41292184,SANTOS PARTY HOUSE,1,100,LAFAYETTE STREET,NEW YORK,NY,10013,6464794267,03,"100 LAFAYETTE STREET, NEW YORK, NY 10013"
41292192,SULLIVAN BISTRO,1,169,SULLIVAN STREET,NEW YORK,NY,10012,2122286091,03,"169 SULLIVAN STREET, NEW YORK, NY 10012"
41292258,ABITINO'S PIZZA,1,936,2 AVENUE,NEW YORK,NY,10022,2123081234,62,"936 2 AVENUE, NEW YORK, NY 10022"
41292528,A TASTE OF SEA FOOD,1,59,EAST 125 STREET,NEW YORK,NY,10035,2128315584,72,"59 EAST 125 STREET, NEW YORK, NY 10035"
41292562,THE STILL,1,192,3 AVENUE,NEW YORK,NY,10003,2124719808,03,"192 3 AVENUE, NEW YORK, NY 10003"
41292585,GALLO NERO,1,400-402,WEST 44 STREET,NEW YORK,NY,10036,2122656660,48,"400-402 WEST 44 STREET, NEW YORK, NY 10036"
41292588,LIME JUNGLE,1,803,9 AVENUE,NEW YORK,NY,10019,2125866032,55,"803 9 AVENUE, NEW YORK, NY 10019"
41292678,BOCCA DI BACCO,1,828,9 AVENUE,NEW YORK,NY,10019,2122658828,48,"828 9 AVENUE, NEW YORK, NY 10019"
41292891,SUBWAY,1,550,LAGUARDIA PLACE,NEW YORK,NY,10012,2123588100,70,"550 LAGUARDIA PLACE, NEW YORK, NY 10012"
41292988,WICHCRAFT,1,245,PARK AVENUE,NEW YORK,NY,10017,2127800577,69,"245 PARK AVENUE, NEW YORK, NY 10017"
41292990,WICHCRAFT,1,1,ROCKEFELLER PLAZA,NEW YORK,NY,10020,2127800577,69,"1 ROCKEFELLER PLAZA, NEW YORK, NY 10020"
41292992,KOUZAN,1,685,AMSTERDAM AVENUE,NEW YORK,NY,10025,2122808099,49,"685 AMSTERDAM AVENUE, NEW YORK, NY 10025"
41293203,STARBUCKS COFFEE,1,2690,BROADWAY,NEW YORK,NY,10025,2125318204,14,"2690 BROADWAY, NEW YORK, NY 10025"
41293296,SOMA BY NATURE,1,123,WILLIAM STREET,NEW YORK,NY,10038,2126088850,52,"123 WILLIAM STREET, NEW YORK, NY 10038"
41293446,BOCCA,1,39,EAST 19 STREET,NEW YORK,NY,10003,2123871200,48,"39 EAST 19 STREET, NEW YORK, NY 10003"
41293456,MERMAID OYSTER BAR,1,79-81,MACDOUGAL STREET,NEW YORK,NY,10012,2122600100,72,"79-81 MACDOUGAL STREET, NEW YORK, NY 10012"
41293491,PINKBERRY,1,2041,BROADWAY,NEW YORK,NY,10023,2125803410,43,"2041 BROADWAY, NEW YORK, NY 10023"
41293746,GRAMERCY STAR CAFE,1,23,LEXINGTON AVENUE,NEW YORK,NY,10010,2125053663,03,"23 LEXINGTON AVENUE, NEW YORK, NY 10010"
41293886,SUBWAY,1,731,COLUMBUS AVENUE,NEW YORK,NY,10025,2122226014,69,"731 COLUMBUS AVENUE, NEW YORK, NY 10025"
41293936,MOMOFUKU NOODLE BAR,1,171,1 AVENUE,NEW YORK,NY,10003,2127777773,05,"171 1 AVENUE, NEW YORK, NY 10003"
41294017,BIG DADDY'S,1,1596-1598,2 AVENUE,NEW YORK,NY,10028,2127172020,03,"1596-1598 2 AVENUE, NEW YORK, NY 10028"
41294647,PIO PIO,1,210,EAST 34 STREET,NEW YORK,NY,10016,2124810034,61,"210 EAST 34 STREET, NEW YORK, NY 10016"
41294786,UNCLE JACK'S STEAKHOUSE,1,44,WEST 56 STREET,NEW YORK,NY,10019,2122451550,78,"44 WEST 56 STREET, NEW YORK, NY 10019"
41294954,DEAN & DELUCA,1,1,ROCKEFELLER PLAZA,NEW YORK,NY,10020,2126641372,14,"1 ROCKEFELLER PLAZA, NEW YORK, NY 10020"
41294955,DEAN & DELUCA,1,156,WEST 56 STREET,NEW YORK,NY,10019,2125862170,14,"156 WEST 56 STREET, NEW YORK, NY 10019"
41295351,MACARON CAFE,1,161,WEST 36 STREET,NEW YORK,NY,10018,2125643525,14,"161 WEST 36 STREET, NEW YORK, NY 10018"
41295400,CAFE AUBON GOUT,1,276,5 AVENUE,NEW YORK,NY,10001,2126852727,03,"276 5 AVENUE, NEW YORK, NY 10001"
41295927,22 THAI CUISINE,1,22,MAIDEN LANE,NEW YORK,NY,10005,2127660988,82,"22 MAIDEN LANE, NEW YORK, NY 10005"
41295952,HALE & HEARTY SOUPS,1,40,EAST 23 STREET,NEW YORK,NY,10010,2125338800,75,"40 EAST 23 STREET, NEW YORK, NY 10010"
41296066,EUROPAN,1,370,WEST 58 STREET,NEW YORK,NY,10019,2122450440,70,"370 WEST 58 STREET, NEW YORK, NY 10019"
41296070,TIMMY'S BY THE RIVER,1,1737,YORK AVENUE,NEW YORK,NY,10128,2128609191,03,"1737 YORK AVENUE, NEW YORK, NY 10128"
41296408,BACARO,1,136,DIVISION STREET,NEW YORK,NY,10002,2129415060,48,"136 DIVISION STREET, NEW YORK, NY 10002"
41296528,EVOLVE,1,221,EAST 58 STREET,NEW YORK,NY,10022,2123553395,03,"221 EAST 58 STREET, NEW YORK, NY 10022"
41296859,TOUCH OF INDIA,1,232,WEST 37 STREET,NEW YORK,NY,10018,2125649414,44,"232 WEST 37 STREET, NEW YORK, NY 10018"
41296900,LE CAIRE,1,189,EAST 3 STREET,NEW YORK,NY,10009,2127777447,54,"189 EAST 3 STREET, NEW YORK, NY 10009"
41297086,SOHO MADE SOUPS,1,75,VARICK STREET,NEW YORK,NY,10013,2123679494,75,"75 VARICK STREET, NEW YORK, NY 10013"
41297121,CATCH DE FISH,1,147,3 AVENUE,NEW YORK,NY,10003,0000000000,72,"147 3 AVENUE, NEW YORK, NY 10003"
41297129,TROPICAL SENSATION,1,953,AMSTERDAM AVENUE,NEW YORK,NY,10025,2122220098,53,"953 AMSTERDAM AVENUE, NEW YORK, NY 10025"
41297135,PLANET ROSE,1,219,AVENUE A,NEW YORK,NY,10009,9173094722,03,"219 AVENUE A, NEW YORK, NY 10009"
41297228,THE FAMOUS CHICKEN PLACE,1,592,3 AVENUE,NEW YORK,NY,10016,2126871800,18,"592 3 AVENUE, NEW YORK, NY 10016"
41297278,SPINA,1,175,AVENUE B,NEW YORK,NY,10009,2122532250,48,"175 AVENUE B, NEW YORK, NY 10009"
41297316,CHIPOTLE MEXICAN GRILL,1,854,8 AVENUE,NEW YORK,NY,10019,2127574312,55,"854 8 AVENUE, NEW YORK, NY 10019"
41297427,LOUNGE 108,1,181,EAST  108 STREET,NEW YORK,NY,10029,2128766568,53,"181 EAST  108 STREET, NEW YORK, NY 10029"
41297441,"Dessert Club, Chickalicious",1,204,EAST 10 STREET,NEW YORK,NY,10003,2124750929,08,"204 EAST 10 STREET, NEW YORK, NY 10003"
41297459,GUSTORGANICS,1,519,6 AVENUE,NEW YORK,NY,10011,2122425800,53,"519 6 AVENUE, NEW YORK, NY 10011"
41297589,SOUTH GATE RESTAURANT - AT ESSEX HOTEL,1,160-170,CENTRAL PARK SOUTH,NEW YORK,NY,10019,2124845120,03,"160-170 CENTRAL PARK SOUTH, NEW YORK, NY 10019"
41297596,LITTLE GUJRAT DELI,1,946,COLUMBUS AVENUE,NEW YORK,NY,10025,2128662937,44,"946 COLUMBUS AVENUE, NEW YORK, NY 10025"
41297605,SARAH CAFE,1,501,WEST 57 STREET,NEW YORK,NY,10019,2124897575,03,"501 WEST 57 STREET, NEW YORK, NY 10019"
41297608,ASTOR CENTER,1,399,LAFAYETTE STREET,NEW YORK,NY,10003,2126730857,99,"399 LAFAYETTE STREET, NEW YORK, NY 10003"
41297740,CAFE EAST - URIS HALL,1,3022,BROADWAY,NEW YORK,NY,10027,2128549573,14,"3022 BROADWAY, NEW YORK, NY 10027"
41297769,BROTHERS FISH MARKET,1,3845,BROADWAY,NEW YORK,NY,10032,2127812680,72,"3845 BROADWAY, NEW YORK, NY 10032"
41297782,UGLY KITCHEN,1,103,1 AVENUE,NEW YORK,NY,10003,2127776677,03,"103 1 AVENUE, NEW YORK, NY 10003"
41297829,YOGEE RESTAURANT,1,85,CHRYSTIE STREET,NEW YORK,NY,10002,2129650615,20,"85 CHRYSTIE STREET, NEW YORK, NY 10002"
41297910,GARA GERA,1,238,EAST 53 STREET,NEW YORK,NY,10022,2128880558,05,"238 EAST 53 STREET, NEW YORK, NY 10022"
41297930,PIG & WHISTLE,1,951,2 AVENUE,NEW YORK,NY,10022,2128322021,03,"951 2 AVENUE, NEW YORK, NY 10022"
41297935,THE BULL PEN,1,1678,1 AVENUE,NEW YORK,NY,10128,2128282623,03,"1678 1 AVENUE, NEW YORK, NY 10128"
41298037,RAMEN SETAGAYA,1,34 1/2,ST MARKS PLACE,NEW YORK,NY,10003,2123877959,49,"34 1/2 ST MARKS PLACE, NEW YORK, NY 10003"
41298039,REED SMITH,1,599,LEXINGTON AVENUE,NEW YORK,NY,10022,2125494222,03,"599 LEXINGTON AVENUE, NEW YORK, NY 10022"
41298093,CENTURY 88 CAFE,1,123,BOWERY,NEW YORK,NY,10002,2129663368,08,"123 BOWERY, NEW YORK, NY 10002"
41298483,QDOBA MEXICAN GRILL,1,875,3 AVENUE,NEW YORK,NY,10022,2127557938,55,"875 3 AVENUE, NEW YORK, NY 10022"
41298537,BROOKLYN BAGEL & COFFEE COMPANY,1,286,8 AVENUE,NEW YORK,NY,10001,2129242824,07,"286 8 AVENUE, NEW YORK, NY 10001"
41298580,NISCAURY RESTAURANT,1,284,AUDUBON AVENUE,NEW YORK,NY,10033,2129277742,53,"284 AUDUBON AVENUE, NEW YORK, NY 10033"
41298602,LA GUADALUPANA RESTAURANT,1,3825,BROADWAY,NEW YORK,NY,10032,2129285989,55,"3825 BROADWAY, NEW YORK, NY 10032"
41298603,THE SMITH,1,55,3 AVENUE,NEW YORK,NY,10003,2124209800,03,"55 3 AVENUE, NEW YORK, NY 10003"
41298697,MARILU & DEYSI RESTAURANT,1,206,AUDUBON AVENUE,NEW YORK,NY,10033,2127956909,53,"206 AUDUBON AVENUE, NEW YORK, NY 10033"
41298734,BALCON,1,245,EAST 81 STREET,NEW YORK,NY,10028,6466412282,12,"245 EAST 81 STREET, NEW YORK, NY 10028"
41298790,SERAFINA AT THE TIME HOTEL,1,224,WEST 49 STREET,NEW YORK,NY,10019,2122471000,03,"224 WEST 49 STREET, NEW YORK, NY 10019"
41298810,HARU,1,1,WALL STREET COURT,NEW YORK,NY,10005,2127856850,03,"1 WALL STREET COURT, NEW YORK, NY 10005"
41298811,LE PAIN QUOTIDIEN,1,70,WEST 40 STREET,NEW YORK,NY,10018,2123545224,69,"70 WEST 40 STREET, NEW YORK, NY 10018"
41298820,LE PAIN QUOTIDIEN,1,550,HUDSON STREET,NEW YORK,NY,10014,2122552275,69,"550 HUDSON STREET, NEW YORK, NY 10014"
41299007,JIVAMUKTEA CAFE,1,841,BROADWAY,NEW YORK,NY,10003,2123530214,84,"841 BROADWAY, NEW YORK, NY 10003"
41299113,12 STREET ALE HOUSE,1,192,2 AVENUE,NEW YORK,NY,10003,2122532323,03,"192 2 AVENUE, NEW YORK, NY 10003"
41299160,POTLUCK,1,255,WEST 26 STREET,NEW YORK,NY,10001,2129293848,49,"255 WEST 26 STREET, NEW YORK, NY 10001"
41299183,SUBWAY,1,222,LAFAYETTE STREET,NEW YORK,NY,10012,2122191819,69,"222 LAFAYETTE STREET, NEW YORK, NY 10012"
41299322,AMOR CUBANO,1,2018,3 AVENUE,NEW YORK,NY,10029,2129961220,53,"2018 3 AVENUE, NEW YORK, NY 10029"
41299367,ORO BAKERY AND BAR,1,375,BROOME STREET,NEW YORK,NY,10013,2129416368,08,"375 BROOME STREET, NEW YORK, NY 10013"
41299392,STARBUCKS COFFEE,1,220,EAST 42 STREET,NEW YORK,NY,10017,2128671264,14,"220 EAST 42 STREET, NEW YORK, NY 10017"
41299506,TEXAS ROTISSERIE & GRILL,1,1315,1 AVENUE,NEW YORK,NY,10021,2123960700,18,"1315 1 AVENUE, NEW YORK, NY 10021"
41299712,MISO-YA,1,129,2 AVENUE,NEW YORK,NY,10003,2126774825,49,"129 2 AVENUE, NEW YORK, NY 10003"
41299757,1 OAK,1,453,WEST 17 STREET,NEW YORK,NY,10011,2122421111,03,"453 WEST 17 STREET, NEW YORK, NY 10011"
41299813,AU BON PAIN,1,000,PENN STATION,NEW YORK,NY,10001,2129675276,03,"000 PENN STATION, NEW YORK, NY 10001"
41299838,THE MERMAID INN,1,568,AMSTERDAM AVENUE,NEW YORK,NY,10024,2127997400,03,"568 AMSTERDAM AVENUE, NEW YORK, NY 10024"
41299922,Sedutto,1,1498A,1 AVENUE,NEW YORK,NY,10075,2128799557,43,"1498A 1 AVENUE, NEW YORK, NY 10075"
41299964,CRANBERRY 11,1,115,WEST 45 STREET,NEW YORK,NY,10036,2127309495,03,"115 WEST 45 STREET, NEW YORK, NY 10036"
41300058,SPIGA,1,200,WEST 84 STREET,NEW YORK,NY,10024,2123625506,48,"200 WEST 84 STREET, NEW YORK, NY 10024"
41300230,CASAVILLE,1,633,2 AVENUE,NEW YORK,NY,10016,2126858558,57,"633 2 AVENUE, NEW YORK, NY 10016"
41300526,ISABELLA'S,1,359,COLUMBUS AVENUE,NEW YORK,NY,10024,2127242100,03,"359 COLUMBUS AVENUE, NEW YORK, NY 10024"
41300540,HARLEM LANES,1,2110,ADAM CLAYTON POWELL JR BOULEVARD,NEW YORK,NY,10027,2126782695,03,"2110 ADAM CLAYTON POWELL JR BOULEVARD, NEW YORK, NY 10027"
41300835,SENOR POLLO,1,221,1 AVENUE,NEW YORK,NY,10003,2127770362,61,"221 1 AVENUE, NEW YORK, NY 10003"
41300864,PAULS DA BURGER JOINT,1,131,2 AVENUE,NEW YORK,NY,10003,2125293033,39,"131 2 AVENUE, NEW YORK, NY 10003"
41300926,CHIPOTLE MEXICAN GRILL,1,464,PARK AVENUE SOUTH,NEW YORK,NY,10016,2126890305,55,"464 PARK AVENUE SOUTH, NEW YORK, NY 10016"
41301130,TAURO RESTAURANT,1,284,HUDSON STREET,NEW YORK,NY,10013,2122068530,53,"284 HUDSON STREET, NEW YORK, NY 10013"
41301266,VIVI KARAOKE CLUB,1,248,EAST 52 STREET,NEW YORK,NY,10022,2128266880,49,"248 EAST 52 STREET, NEW YORK, NY 10022"
41301828,LA ZARZA,1,166,1 AVENUE,NEW YORK,NY,10009,2124771111,53,"166 1 AVENUE, NEW YORK, NY 10009"
41301933,EAST BROADWAY RESTAURANT,1,94,EAST BROADWAY,NEW YORK,NY,10002,2126251080,20,"94 EAST BROADWAY, NEW YORK, NY 10002"
41302014,SHOOLBRED'S,1,197,2 AVENUE,NEW YORK,NY,10003,2125290340,03,"197 2 AVENUE, NEW YORK, NY 10003"
41302033,RIPOSO 72,1,50,WEST 72 STREET,NEW YORK,NY,10023,2127994140,48,"50 WEST 72 STREET, NEW YORK, NY 10023"
41302069,THE DESMOND TUTU CENTER,1,180,10 AVENUE,NEW YORK,NY,10011,2129293888,03,"180 10 AVENUE, NEW YORK, NY 10011"
41302113,GIANO,1,126,EAST 7 STREET,NEW YORK,NY,10009,2126737200,48,"126 EAST 7 STREET, NEW YORK, NY 10009"
41302121,BARNES AND NOBLE BOOKSELLERS,1,97,WARREN STREET,NEW YORK,NY,10007,2125875389,14,"97 WARREN STREET, NEW YORK, NY 10007"
41302182,DELL'ANIMA,1,38,8 AVENUE,NEW YORK,NY,10014,2123666633,48,"38 8 AVENUE, NEW YORK, NY 10014"
41302191,SHOWBIZ SOFTWARE,1,19,WEST 21 STREET,NEW YORK,NY,10010,6468290704,03,"19 WEST 21 STREET, NEW YORK, NY 10010"
